,Route,Attempted,Succeeded,Temperature AVG,Relative Humidity AVG,Wind Speed Daily AVG,Wind Direction AVG,Solar Radiation AVG
1162,Disappointment Cleaver,1,0,43.20875,14.29633333,19.14175,19.62958333,293.7495
4957,Liberty RIngraham Directge,1,0,31.01416667,72.705,3.497208333,212.65795830000002,37.42945833
4150,glacier only - no summit attempt,1,0,53.21166667,30.91625,3.1011666669999998,217.22883330000002,355.6503333
1514,Disappointment Cleaver,1,0,49.99208333,30.82541667,24.7425,271.9333333,276.0485
1519,Disappointment Cleaver,1,0,49.99208333,30.82541667,24.7425,271.9333333,276.0485
3141,Emmons-Winthrop,1,0,48.49208333,50.48333333,2.755416667,183.66875,328.7606667
3811,Disappointment Cleaver,1,0,40.29708333,39.14,9.701375,19.75291667,358.0332917
3434,Disappointment Cleaver,1,1,53.75416667,35.88125,13.615125,276.0791667,353.99733330000004
3664,Emmons-Winthrop,1,1,35.0875,40.37208333,2.47725,149.27625,358.7460833
5445,Disappointment Cleaver,1,1,26.82375,99.85416667,3.166208333,278.6041667,142.69891669999998
426,Disappointment Cleaver,1,1,52.30416667,18.9025,12.39225,278.9,234.3315833
3000,Disappointment Cleaver,1,0,54.94875,28.75125,1.358333333,28.05416667,351.9732917
731,Disappointment Cleaver,1,0,22.40041667,91.62541667,23.27375,188.12083330000002,233.4845833
4289,Disappointment Cleaver,1,0,25.92333333,96.78333333,8.679666667000001,263.1208333,272.3627917
4483,Emmons-Winthrop,1,1,34.4575,73.66541667,4.211208333,194.5708333,351.78479169999997
3839,Emmons-Winthrop,1,1,38.61666667,33.18291667,9.260916667,28.18208333,352.22116669999997
25,Disappointment Cleaver,1,0,31.82291667,62.33708333,13.12504167,153.9316667,196.3752083
4149,glacier only - no summit attempt,1,0,53.21166667,30.91625,3.1011666669999998,217.22883330000002,355.6503333
48,Disappointment Cleaver,1,1,35.105,23.76833333,4.5570833330000005,188.2135833,201.89120830000002
549,Disappointment Cleaver,1,0,35.25291667,48.96291667,3.89525,235.4966667,248.5455
2763,Little Tahoma,1,1,47.20208333,55.71291667,4.892166667,135.0912083,252.26125
332,Disappointment Cleaver,1,1,23.02125,60.216125,11.10675,13.96916667,90.693
865,Disappointment Cleaver,1,0,36.16208333,91.36375,64.10625,40.25666667,53.22416667
3624,Emmons-Winthrop,1,1,33.59208333,49.67583333,19.79295833,273.6166667,297.3104583
5093,Disappointment Cleaver,1,1,18.64516667,81.78208333,32.89291667,261.3666667,0.0
1544,Disappointment Cleaver,1,0,51.37583333,46.14041667,6.6737083329999995,171.633375,208.6705
1735,Disappointment Cleaver,1,1,37.20791667,71.93125,27.72875,202.2658333,240.0982083
3432,Disappointment Cleaver,1,1,53.75416667,35.88125,13.615125,276.0791667,353.99733330000004
5213,Disappointment Cleaver,1,0,20.37458333,98.55,36.7425,277.775,0.0
2254,Disappointment Cleaver,1,1,27.265,80.21208333,5.009375,198.077125,205.9569583
190,Disappointment Cleaver,1,0,37.6425,68.0775,31.28666667,40.02583333,215.14358330000002
3184,Kautz Glacier,1,1,48.49208333,50.48333333,2.755416667,183.66875,328.7606667
1902,Disappointment Cleaver,1,1,40.76375,30.05708333,4.1517916669999995,30.62458333,315.5002917
3257,Disappointment Cleaver,1,1,48.94125,56.53375,11.08508333,229.85291669999998,354.126125
5469,Disappointment Cleaver,1,0,29.70291667,100.0,45.915,278.0541667,37.87370833
5127,Disappointment Cleaver,1,0,14.16520833,65.17416667,53.663875,262.6145833,0.0
3144,Disappointment Cleaver,1,1,48.49208333,50.48333333,2.755416667,183.66875,328.7606667
3814,Disappointment Cleaver,1,0,40.29708333,39.14,9.701375,19.75291667,358.0332917
4732,Disappointment Cleaver,1,0,29.47333333,91.06,6.361583333,79.80166667,21.76520833
2231,Little Tahoma,1,1,33.30333333,52.5,7.444625,191.560875,278.7935833
2465,Disappointment Cleaver,1,1,49.15458333,32.24525,8.580916667,189.9991667,334.19675
3565,Disappointment Cleaver,1,1,38.03375,43.06458333,5.631583332999999,148.7572917,351.3125
1822,Disappointment Cleaver,1,1,42.45083333,43.5075,4.640541667,20.59791667,308.749
3838,Emmons-Winthrop,1,1,38.61666667,33.18291667,9.260916667,28.18208333,352.22116669999997
664,Disappointment Cleaver,1,0,21.42833333,90.97875,5.825083332999999,173.56916669999998,141.671125
3235,Disappointment Cleaver,1,1,48.94125,56.53375,11.08508333,229.85291669999998,354.126125
3443,Disappointment Cleaver,1,1,53.75416667,35.88125,13.615125,276.0791667,353.99733330000004
4825,Disappointment Cleaver,1,0,26.23875,83.00083333,2.066375,154.61875,10.03241667
2003,Kautz Glacier,1,0,41.29625,39.34041667,9.768666667,26.96041667,321.4156667
4859,Disappointment Cleaver,1,1,25.05958333,97.11666667,4.398875,98.80383333,0.0
3617,Ingraham Direct,1,0,33.59208333,49.67583333,19.79295833,273.6166667,297.3104583
4458,Disappointment Cleaver,1,1,34.4575,73.66541667,4.211208333,194.5708333,351.78479169999997
3786,Disappointment Cleaver,1,1,40.29708333,39.14,9.701375,19.75291667,358.0332917
4733,Disappointment Cleaver,1,0,29.47333333,91.06,6.361583333,79.80166667,21.76520833
162,Disappointment Cleaver,1,0,37.40666667,17.20541667,13.77908333,149.3954167,221.8321667
5157,glacier only - no summit attempt,1,0,8.220708333,81.88125,5.4999583329999995,174.52716669999998,0.397291667
4467,Disappointment Cleaver,1,1,34.4575,73.66541667,4.211208333,194.5708333,351.78479169999997
1937,Disappointment Cleaver,1,1,37.44,38.43166667,7.56075,17.995,304.6057083
4171,Disappointment Cleaver,1,0,53.21166667,30.91625,3.1011666669999998,217.22883330000002,355.6503333
1218,Disappointment Cleaver,1,0,51.13958333,25.71416667,4.838666667,49.57458333,287.292125
4225,Disappointment Cleaver,1,1,38.94666667,50.58708333,5.9370833329999995,153.6,359.3387917
4683,Disappointment Cleaver,1,0,32.22541667,78.09416667,16.36125,69.58875,27.30241667
3333,Little Tahoma,1,0,54.57583333,40.18583333,18.14608333,278.59166669999996,245.01154169999998
3188,Kautz Glacier,1,1,48.49208333,50.48333333,2.755416667,183.66875,328.7606667
3545,Disappointment Cleaver,1,1,38.03375,43.06458333,5.631583332999999,148.7572917,351.3125
2682,Emmons-Winthrop,1,1,33.37666667,90.77416667,24.12541667,268.4125,220.184875
3563,Disappointment Cleaver,1,1,38.03375,43.06458333,5.631583332999999,148.7572917,351.3125
556,Disappointment Cleaver,1,0,28.99416667,74.715,11.76808333,213.9854167,241.9712917
737,Disappointment Cleaver,1,0,22.40041667,91.62541667,23.27375,188.12083330000002,233.4845833
1571,Emmons-Winthrop,1,0,45.62583333,54.49666667,9.515125,194.9952083,181.97529169999999
2339,Disappointment Cleaver,1,0,39.98208333,68.69458333,19.50670833,24.84125,309.638125
5387,glacier only - no summit attempt,1,1,33.31875,60.20041667,7.140916667000001,116.29458329999999,227.597125
2639,Kautz Glacier,1,1,32.21958333,92.41416667,11.55325,226.942625,252.476625
304,Disappointment Cleaver,1,0,22.08,98.65,15.922375,17.27916667,142.4772917
3414,Liberty RIngraham Directge,1,1,53.75416667,35.88125,13.615125,276.0791667,353.99733330000004
4491,Disappointment Cleaver,1,1,31.53666667,72.90083333,3.442375,229.7284167,187.92495830000001
1844,Disappointment Cleaver,1,1,42.45083333,43.5075,4.640541667,20.59791667,308.749
2225,Emmons-Winthrop,1,1,33.30333333,52.5,7.444625,191.560875,278.7935833
1726,Kautz Glacier,1,0,37.08375,48.48666667,30.84,264.2958333,170.5599167
4023,Disappointment Cleaver,1,0,39.88916667,12.741125,14.657875,33.32166667,368.0560833
2832,Disappointment Cleaver,1,1,45.18541667,55.22875,16.93216667,22.45291667,349.9249583
4451,Disappointment Cleaver,1,1,37.57708333,67.60041667,7.06175,125.38779170000001,337.99041669999997
248,Disappointment Cleaver,1,0,34.73375,52.70166667,6.354375,30.35875,200.940625
1316,Disappointment Cleaver,1,0,46.55333333,30.25375,6.036208332999999,252.915,295.18425
755,Disappointment Cleaver,1,0,22.40041667,91.62541667,23.27375,188.12083330000002,233.4845833
2086,Emmons-Winthrop,1,0,52.78625,19.12333333,14.71504167,243.7625,327.84616669999997
3037,Disappointment Cleaver,1,1,55.1375,20.55941667,0.753458333,90.53458333,357.3411667
1928,Disappointment Cleaver,1,1,37.44,38.43166667,7.56075,17.995,304.6057083
8,Little Tahoma,1,0,40.97958333,28.33570833,19.59116667,279.77916669999996,176.3826667
3348,Emmons-Winthrop,1,0,54.57583333,40.18583333,18.14608333,278.59166669999996,245.01154169999998
680,Disappointment Cleaver,1,0,21.42833333,90.97875,5.825083332999999,173.56916669999998,141.671125
1540,Disappointment Cleaver,1,0,51.37583333,46.14041667,6.6737083329999995,171.633375,208.6705
4535,Disappointment Cleaver,1,1,32.7775,49.44625,2.176375,217.676125,30.99041667
4953,Little Tahoma,1,0,31.01416667,72.705,3.497208333,212.65795830000002,37.42945833
1982,Emmons-Winthrop,1,1,41.29625,39.34041667,9.768666667,26.96041667,321.4156667
99,Disappointment Cleaver,1,1,36.09958333,60.97875,51.61083333,265.4166667,180.315875
439,Disappointment Cleaver,1,0,52.30416667,18.9025,12.39225,278.9,234.3315833
3975,Disappointment Cleaver,1,1,31.21583333,45.76625,1.7863333330000002,29.30041667,364.5174167
1631,Disappointment Cleaver,1,0,39.15708333,71.17625,24.91166667,260.21666669999996,182.5133333
4003,Liberty RIngraham Directge,1,1,39.88916667,12.741125,14.657875,33.32166667,368.0560833
1546,Disappointment Cleaver,1,0,51.37583333,46.14041667,6.6737083329999995,171.633375,208.6705
1019,Disappointment Cleaver,1,1,44.68791667,26.80133333,24.80958333,17.51666667,281.0450417
2445,Emmons-Winthrop,1,0,49.15458333,32.24525,8.580916667,189.9991667,334.19675
5096,Ingraham Direct,1,0,32.52625,49.50958333,3.4464583330000003,265.0454167,23.46891667
3200,Emmons-Winthrop,1,1,48.94125,56.53375,11.08508333,229.85291669999998,354.126125
4896,Disappointment Cleaver,1,0,24.37416667,99.37083333,12.299000000000001,79.61875,0.0
4802,Disappointment Cleaver,1,1,31.08541667,45.71958333,1.597666667,267.87125,42.54783333
4796,Disappointment Cleaver,1,1,31.08541667,45.71958333,1.597666667,267.87125,42.54783333
3095,Emmons-Winthrop,1,1,51.54416667,20.74295833,9.233416667,23.74916667,357.33275
3538,Kautz Glacier,1,1,38.03375,43.06458333,5.631583332999999,148.7572917,351.3125
3568,Disappointment Cleaver,1,1,38.03375,43.06458333,5.631583332999999,148.7572917,351.3125
1941,Disappointment Cleaver,1,1,37.44,38.43166667,7.56075,17.995,304.6057083
2080,Emmons-Winthrop,1,0,52.78625,19.12333333,14.71504167,243.7625,327.84616669999997
2503,Kautz Glacier,1,0,49.7325,49.06958333,3.9822916669999997,226.1925,328.9838333
2566,Disappointment Cleaver,1,1,38.33166667,47.50333333,6.444208333,162.33083330000002,324.7182083
1131,Disappointment Cleaver,1,1,43.20875,14.29633333,19.14175,19.62958333,293.7495
5348,Nisqually Glacier,1,0,21.96875,89.15416667,24.14166667,245.4,78.41325
2757,Disappointment Cleaver,1,1,47.20208333,55.71291667,4.892166667,135.0912083,252.26125
818,Disappointment Cleaver,1,0,32.31,100.0,25.74,234.5,0.0
3282,Disappointment Cleaver,1,0,48.94125,56.53375,11.08508333,229.85291669999998,354.126125
3,Disappointment Cleaver,1,0,31.3,21.69070833,2.245833333,117.54966670000002,93.66041667
3761,Disappointment Cleaver,1,1,40.29708333,39.14,9.701375,19.75291667,358.0332917
1297,Disappointment Cleaver,1,1,46.55333333,30.25375,6.036208332999999,252.915,295.18425
560,Disappointment Cleaver,1,0,28.99416667,74.715,11.76808333,213.9854167,241.9712917
1235,Disappointment Cleaver,1,1,51.18958333,24.26166667,2.924458333,185.8279167,291.3016667
2853,Disappointment Cleaver,1,1,45.18541667,55.22875,16.93216667,22.45291667,349.9249583
614,Disappointment Cleaver,1,0,24.97708333,74.395,4.64325,221.5945833,221.49400000000003
4414,Disappointment Cleaver,1,0,40.17125,36.86833333,9.813375,247.1904167,352.442875
669,Disappointment Cleaver,1,0,21.42833333,90.97875,5.825083332999999,173.56916669999998,141.671125
534,Disappointment Cleaver,1,0,35.25291667,48.96291667,3.89525,235.4966667,248.5455
5343,Disappointment Cleaver,1,0,28.25125,92.37875,20.88708333,264.9333333,0.0
4271,Disappointment Cleaver,1,1,29.01333333,85.95333333,2.220333333,227.6720833,284.8479167
2694,Kautz Glacier,1,1,33.37666667,90.77416667,24.12541667,268.4125,220.184875
5135,Disappointment Cleaver,1,0,14.16520833,65.17416667,53.663875,262.6145833,0.0
1140,Disappointment Cleaver,1,1,43.20875,14.29633333,19.14175,19.62958333,293.7495
5308,Fuhrer's Finger,1,0,32.82541667,40.39291667,24.52683333,268.05,0.033083333
2705,Disappointment Cleaver,1,1,40.66333333,69.77416667,21.65779167,273.03333330000004,231.46820830000001
1747,Disappointment Cleaver,1,1,37.20791667,71.93125,27.72875,202.2658333,240.0982083
739,Disappointment Cleaver,1,0,22.40041667,91.62541667,23.27375,188.12083330000002,233.4845833
4677,Disappointment Cleaver,1,1,32.22541667,78.09416667,16.36125,69.58875,27.30241667
281,Disappointment Cleaver,1,0,34.73375,52.70166667,6.354375,30.35875,200.940625
4962,Emmons-Winthrop,1,0,31.01416667,72.705,3.497208333,212.65795830000002,37.42945833
1835,Disappointment Cleaver,1,1,42.45083333,43.5075,4.640541667,20.59791667,308.749
222,Disappointment Cleaver,1,0,40.44916667,63.53708333,7.9539166670000006,34.0375,219.4595
1244,Disappointment Cleaver,1,1,51.18958333,24.26166667,2.924458333,185.8279167,291.3016667
5078,Disappointment Cleaver,1,1,32.37291667,77.0775,15.32033333,171.8858333,13.2635
4285,Emmons-Winthrop,1,0,25.92333333,96.78333333,8.679666667000001,263.1208333,272.3627917
2209,Disappointment Cleaver,1,0,40.95583333,50.64916667,7.499333332999999,227.9012083,326.1535417
4058,Disappointment Cleaver,1,0,46.22875,29.61541667,19.002875,21.64041667,344.787375
4907,Disappointment Cleaver,1,0,26.6925,77.28375,14.55358333,118.58666670000001,5.400625
3702,Mowich Face,1,1,31.90166667,65.75875,9.339041667,177.5125,329.4286667
2986,Disappointment Cleaver,1,1,54.94875,28.75125,1.358333333,28.05416667,351.9732917
3534,Kautz Glacier,1,1,38.03375,43.06458333,5.631583332999999,148.7572917,351.3125
4532,Disappointment Cleaver,1,1,32.7775,49.44625,2.176375,217.676125,30.99041667
3127,Emmons-Winthrop,1,1,48.49208333,50.48333333,2.755416667,183.66875,328.7606667
4978,Liberty RIngraham Directge,1,0,28.24208333,52.79375,6.912000000000001,122.80741670000002,35.50208333
2769,Emmons-Winthrop,1,0,48.76583333,52.98708333,3.8235416669999998,130.49395829999997,249.2470833
4315,Disappointment Cleaver,1,1,32.82458333,87.04375,10.558625,234.41875,144.2045
1278,Disappointment Cleaver,1,0,49.47041667,39.9375,4.31375,244.5733333,290.5622917
2055,Kautz Glacier,1,0,52.54125,39.97458333,15.25883333,23.74833333,199.0620833
1404,Disappointment Cleaver,1,0,41.62791667,19.56183333,7.595541667000001,228.6825,305.5728333
2318,Disappointment Cleaver,1,0,39.98208333,68.69458333,19.50670833,24.84125,309.638125
5480,Disappointment Cleaver,1,0,32.85733333,100.0,65.11066667,254.27333330000002,16.5938
1812,Disappointment Cleaver,1,1,42.45083333,43.5075,4.640541667,20.59791667,308.749
4020,Disappointment Cleaver,1,1,39.88916667,12.741125,14.657875,33.32166667,368.0560833
3283,Disappointment Cleaver,1,0,48.94125,56.53375,11.08508333,229.85291669999998,354.126125
2002,Kautz Glacier,1,0,41.29625,39.34041667,9.768666667,26.96041667,321.4156667
4096,Disappointment Cleaver,1,1,48.69,13.59708333,4.309125,22.21325,363.666625
2972,Disappointment Cleaver,1,1,54.94875,28.75125,1.358333333,28.05416667,351.9732917
2416,Kautz Glacier,1,1,41.5075,23.71291667,23.71208333,163.2116667,318.05425
4422,Fuhrers Finger,1,1,36.655,71.65125,24.68633333,274.7666667,245.2959167
42,Disappointment Cleaver,1,0,38.33541667,27.02541667,17.11520833,270.8666667,201.85258330000002
4152,Kautz Glacier,1,1,53.21166667,30.91625,3.1011666669999998,217.22883330000002,355.6503333
308,Disappointment Cleaver,1,0,19.81375,54.48041667,7.8277083329999995,13.49,153.95775
5015,Ingraham Direct,1,0,24.45458333,47.96666667,42.57208333,272.9375,0.0
969,Disappointment Cleaver,1,0,42.415,26.72666667,24.9475,19.63125,275.21133330000004
1236,Disappointment Cleaver,1,1,51.18958333,24.26166667,2.924458333,185.8279167,291.3016667
5179,Disappointment Cleaver,1,0,10.855,90.76958333,17.00741667,203.18333330000002,0.0
5238,Ingraham Direct,1,0,31.91166667,18.28416667,6.339541667000001,138.339375,26.78758333
4485,Emmons-Winthrop,1,0,34.4575,73.66541667,4.211208333,194.5708333,351.78479169999997
4546,Kautz Glacier,1,1,35.50541667,55.14625,4.602791667,163.7657083,40.73991667
4187,Mowich Face,1,0,47.80666667,19.34166667,3.136458333,265.0845833,353.86870830000004
2006,Disappointment Cleaver,1,1,41.29625,39.34041667,9.768666667,26.96041667,321.4156667
3531,Emmons-Winthrop,1,1,38.03375,43.06458333,5.631583332999999,148.7572917,351.3125
4738,Disappointment Cleaver,1,0,29.47333333,91.06,6.361583333,79.80166667,21.76520833
1946,Disappointment Cleaver,1,1,37.44,38.43166667,7.56075,17.995,304.6057083
3940,Disappointment Cleaver,1,1,32.69458333,70.2725,2.7260000000000004,30.691,362.93758330000003
3241,Disappointment Cleaver,1,1,48.94125,56.53375,11.08508333,229.85291669999998,354.126125
1834,Disappointment Cleaver,1,1,42.45083333,43.5075,4.640541667,20.59791667,308.749
3930,Kautz Glacier,1,1,32.69458333,70.2725,2.7260000000000004,30.691,362.93758330000003
2353,Disappointment Cleaver,1,1,38.75666667,43.62791667,5.683125,18.71875,301.8440417
1853,Disappointment Cleaver,1,0,42.45083333,43.5075,4.640541667,20.59791667,308.749
2970,Disappointment Cleaver,1,1,54.94875,28.75125,1.358333333,28.05416667,351.9732917
4211,Fuhrers Finger,1,0,38.94666667,50.58708333,5.9370833329999995,153.6,359.3387917
216,Disappointment Cleaver,1,0,40.44916667,63.53708333,7.9539166670000006,34.0375,219.4595
807,Disappointment Cleaver,1,0,32.31,100.0,25.74,234.5,0.0
2075,Emmons-Winthrop,1,1,56.15375,16.52041667,4.563958333,25.00291667,323.836125
1156,Disappointment Cleaver,1,0,43.20875,14.29633333,19.14175,19.62958333,293.7495
4526,Disappointment Cleaver,1,1,32.7775,49.44625,2.176375,217.676125,30.99041667
5299,Gibralter Ledges,1,0,25.71791667,25.54841667,12.4985,246.7392083,0.144166667
1627,Disappointment Cleaver,1,1,39.15708333,71.17625,24.91166667,260.21666669999996,182.5133333
4233,Disappointment Cleaver,1,1,38.94666667,50.58708333,5.9370833329999995,153.6,359.3387917
1880,Disappointment Cleaver,1,0,42.45083333,43.5075,4.640541667,20.59791667,308.749
237,Disappointment Cleaver,1,0,40.44916667,63.53708333,7.9539166670000006,34.0375,219.4595
5476,Disappointment Cleaver,1,0,32.85733333,100.0,65.11066667,254.27333330000002,16.5938
2100,Disappointment Cleaver,1,1,52.78625,19.12333333,14.71504167,243.7625,327.84616669999997
11,Little Tahoma,1,0,40.97958333,28.33570833,19.59116667,279.77916669999996,176.3826667
2577,Kautz Glacier,1,0,39.01,44.30583333,5.761708333,215.84058330000002,314.619375
5415,Disappointment Cleaver,1,1,28.23833333,100.0,0.897625,259.6458333,114.40083329999999
2640,Kautz Glacier,1,1,32.21958333,92.41416667,11.55325,226.942625,252.476625
4779,Disappointment Cleaver,1,1,31.28083333,55.86166667,3.632791667,148.240375,28.800125
746,Disappointment Cleaver,1,0,22.40041667,91.62541667,23.27375,188.12083330000002,233.4845833
2951,Kautz Glacier,1,1,47.63541667,46.01083333,2.864833333,30.16916667,333.7253333
791,Disappointment Cleaver,1,0,32.07875,66.61916667,33.07875,238.1875,201.78916669999998
3942,Disappointment Cleaver,1,1,32.69458333,70.2725,2.7260000000000004,30.691,362.93758330000003
4263,Disappointment Cleaver,1,1,29.01333333,85.95333333,2.220333333,227.6720833,284.8479167
2893,Disappointment Cleaver,1,0,45.18541667,55.22875,16.93216667,22.45291667,349.9249583
2124,Disappointment Cleaver,1,1,52.78625,19.12333333,14.71504167,243.7625,327.84616669999997
3631,Emmons-Winthrop,1,1,33.59208333,49.67583333,19.79295833,273.6166667,297.3104583
1155,Disappointment Cleaver,1,1,43.20875,14.29633333,19.14175,19.62958333,293.7495
3861,Emmons-Winthrop,1,1,35.51375,64.3275,7.011958333,29.11708333,343.898
2356,Disappointment Cleaver,1,1,38.75666667,43.62791667,5.683125,18.71875,301.8440417
4105,Disappointment Cleaver,1,0,48.69,13.59708333,4.309125,22.21325,363.666625
3954,Disappointment Cleaver,1,1,31.21583333,45.76625,1.7863333330000002,29.30041667,364.5174167
4629,Fuhrers Finger,1,0,33.09125,83.53666667,6.95925,61.31625,0.212708333
2092,Disappointment Cleaver,1,1,52.78625,19.12333333,14.71504167,243.7625,327.84616669999997
511,Disappointment Cleaver,1,1,35.25291667,48.96291667,3.89525,235.4966667,248.5455
2712,Disappointment Cleaver,1,1,40.66333333,69.77416667,21.65779167,273.03333330000004,231.46820830000001
5204,Ingraham Direct,1,0,20.37458333,98.55,36.7425,277.775,0.0
2303,Emmons-Winthrop,1,0,39.98208333,68.69458333,19.50670833,24.84125,309.638125
4780,Disappointment Cleaver,1,1,31.28083333,55.86166667,3.632791667,148.240375,28.800125
661,Disappointment Cleaver,1,0,21.42833333,90.97875,5.825083332999999,173.56916669999998,141.671125
1192,Disappointment Cleaver,1,1,51.13958333,25.71416667,4.838666667,49.57458333,287.292125
5354,Disappointment Cleaver,1,0,35.29625,47.83875,12.22416667,251.7155,161.2810833
2235,Little Tahoma,1,1,33.30333333,52.5,7.444625,191.560875,278.7935833
3390,Disappointment Cleaver,1,1,54.57583333,40.18583333,18.14608333,278.59166669999996,245.01154169999998
2691,Kautz Glacier,1,1,33.37666667,90.77416667,24.12541667,268.4125,220.184875
694,Disappointment Cleaver,1,0,20.42208333,90.81,8.345,195.80375,214.4229167
2426,Disappointment Cleaver,1,0,41.5075,23.71291667,23.71208333,163.2116667,318.05425
3944,Disappointment Cleaver,1,1,32.69458333,70.2725,2.7260000000000004,30.691,362.93758330000003
244,Disappointment Cleaver,1,0,34.73375,52.70166667,6.354375,30.35875,200.940625
3040,Disappointment Cleaver,1,1,55.1375,20.55941667,0.753458333,90.53458333,357.3411667
3688,glacier only - no summit attempt,1,0,31.90166667,65.75875,9.339041667,177.5125,329.4286667
3388,Disappointment Cleaver,1,1,54.57583333,40.18583333,18.14608333,278.59166669999996,245.01154169999998
1700,Disappointment Cleaver,1,1,37.08375,48.48666667,30.84,264.2958333,170.5599167
2745,Disappointment Cleaver,1,0,40.66333333,69.77416667,21.65779167,273.03333330000004,231.46820830000001
5374,Disappointment Cleaver,1,0,43.03291667,12.3635,4.85875,193.0470833,226.7194583
318,Disappointment Cleaver,1,1,23.02125,60.216125,11.10675,13.96916667,90.693
1215,Disappointment Cleaver,1,0,51.13958333,25.71416667,4.838666667,49.57458333,287.292125
4293,Disappointment Cleaver,1,0,25.92333333,96.78333333,8.679666667000001,263.1208333,272.3627917
5251,Disappointment Cleaver,1,0,29.34916667,26.28670833,4.898791667,181.6716667,10.899125
3653,Kautz Glacier,1,1,35.0875,40.37208333,2.47725,149.27625,358.7460833
3055,Disappointment Cleaver,1,0,55.1375,20.55941667,0.753458333,90.53458333,357.3411667
2704,glacier only - no summit attempt,1,0,40.66333333,69.77416667,21.65779167,273.03333330000004,231.46820830000001
2010,Disappointment Cleaver,1,0,41.29625,39.34041667,9.768666667,26.96041667,321.4156667
1781,Disappointment Cleaver,1,1,42.45083333,43.5075,4.640541667,20.59791667,308.749
516,Disappointment Cleaver,1,1,35.25291667,48.96291667,3.89525,235.4966667,248.5455
2565,Disappointment Cleaver,1,1,38.33166667,47.50333333,6.444208333,162.33083330000002,324.7182083
884,Disappointment Cleaver,1,0,36.16208333,91.36375,64.10625,40.25666667,53.22416667
2373,Disappointment Cleaver,1,0,38.75666667,43.62791667,5.683125,18.71875,301.8440417
1732,Disappointment Cleaver,1,1,37.20791667,71.93125,27.72875,202.2658333,240.0982083
4205,Liberty RIngraham Directge,1,1,38.94666667,50.58708333,5.9370833329999995,153.6,359.3387917
3648,Little Tahoma,1,1,35.0875,40.37208333,2.47725,149.27625,358.7460833
1806,Disappointment Cleaver,1,1,42.45083333,43.5075,4.640541667,20.59791667,308.749
5105,Ingraham Direct,1,0,32.94708333,31.71416667,2.4748333330000003,228.0891667,56.40916667
5464,Disappointment Cleaver,1,0,29.70291667,100.0,45.915,278.0541667,37.87370833
2071,Kautz Glacier,1,0,56.15375,16.52041667,4.563958333,25.00291667,323.836125
733,Disappointment Cleaver,1,0,22.40041667,91.62541667,23.27375,188.12083330000002,233.4845833
4349,Disappointment Cleaver,1,1,38.96666667,57.53291667,26.49375,274.8,292.17425
1487,Disappointment Cleaver,1,1,49.99208333,30.82541667,24.7425,271.9333333,276.0485
4739,Disappointment Cleaver,1,0,29.47333333,91.06,6.361583333,79.80166667,21.76520833
1628,Disappointment Cleaver,1,1,39.15708333,71.17625,24.91166667,260.21666669999996,182.5133333
3864,Emmons-Winthrop,1,0,35.51375,64.3275,7.011958333,29.11708333,343.898
2180,Emmons-Winthrop,1,0,46.39625,38.65208333,3.945041667,239.8408333,323.31233330000003
1312,Disappointment Cleaver,1,0,46.55333333,30.25375,6.036208332999999,252.915,295.18425
1217,Disappointment Cleaver,1,0,51.13958333,25.71416667,4.838666667,49.57458333,287.292125
3086,Little Tahoma,1,1,51.54416667,20.74295833,9.233416667,23.74916667,357.33275
5459,Disappointment Cleaver,1,0,29.70291667,100.0,45.915,278.0541667,37.87370833
3285,Disappointment Cleaver,1,0,48.94125,56.53375,11.08508333,229.85291669999998,354.126125
2125,Disappointment Cleaver,1,1,52.78625,19.12333333,14.71504167,243.7625,327.84616669999997
3164,Disappointment Cleaver,1,1,48.49208333,50.48333333,2.755416667,183.66875,328.7606667
4507,Liberty RIngraham Directge,1,0,32.7775,49.44625,2.176375,217.676125,30.99041667
5289,Gibralter Ledges,1,0,19.60166667,26.91291667,13.95104167,140.93625,0.0
489,Disappointment Cleaver,1,0,53.10583333,15.78708333,2.488416667,140.1174583,243.4372917
3618,Ingraham Direct,1,0,33.59208333,49.67583333,19.79295833,273.6166667,297.3104583
5430,Disappointment Cleaver,1,0,28.23833333,100.0,0.897625,259.6458333,114.40083329999999
3163,Disappointment Cleaver,1,1,48.49208333,50.48333333,2.755416667,183.66875,328.7606667
4173,Emmons-Winthrop,1,1,53.21166667,30.91625,3.1011666669999998,217.22883330000002,355.6503333
1965,Disappointment Cleaver,1,0,37.44,38.43166667,7.56075,17.995,304.6057083
3842,Liberty RIngraham Directge,1,1,38.61666667,33.18291667,9.260916667,28.18208333,352.22116669999997
1899,Kautz Glacier,1,1,40.76375,30.05708333,4.1517916669999995,30.62458333,315.5002917
4279,Disappointment Cleaver,1,1,29.01333333,85.95333333,2.220333333,227.6720833,284.8479167
287,Disappointment Cleaver,1,0,26.44208333,85.25291667,9.367166667000001,28.55166667,203.176375
2588,Disappointment Cleaver,1,1,39.01,44.30583333,5.761708333,215.84058330000002,314.619375
1204,Disappointment Cleaver,1,1,51.13958333,25.71416667,4.838666667,49.57458333,287.292125
4060,Disappointment Cleaver,1,0,46.22875,29.61541667,19.002875,21.64041667,344.787375
3151,Disappointment Cleaver,1,1,48.49208333,50.48333333,2.755416667,183.66875,328.7606667
3841,Liberty RIngraham Directge,1,1,38.61666667,33.18291667,9.260916667,28.18208333,352.22116669999997
457,Disappointment Cleaver,1,0,52.30416667,18.9025,12.39225,278.9,234.3315833
